Symbol,Sector,Industry
GPC,Consumer Discretionary,Automotive Aftermarket
GPCR,Health Care,Biotechnology: Pharmaceutical Preparations
GPI,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
GPJA,Utilities,Electric Utilities: Central
GPK,Consumer Discretionary,Containers/Packaging
GPMT,Real Estate,Real Estate Investment Trusts
GPN,Real Estate,Real Estate
GPOR,Energy,Oil & Gas Production
GPRE,Industrials,Major Chemicals
GPRK,Energy,Oil & Gas Production
GPRO,Consumer Discretionary,Industrial Machinery/Components
GRAB,Real Estate,Real Estate
GRABW,Real Estate,Real Estate
GRAL,Health Care,Medical Specialities
GRAN,Finance,Finance: Consumer Services
GRBK,Consumer Discretionary,Homebuilding
GRC,Industrials,Fluid Controls
GRDN,Consumer Staples,Retail-Drug Stores and Proprietary Stores
GREEL,Finance,Finance: Consumer Services
GRFS,Health Care,Biotechnology: Pharmaceutical Preparations
GRMN,Industrials,Industrial Machinery/Components
GRND,Technology,Computer Software: Programming Data Processing
GRNT,Energy,Oil & Gas Production
GRO,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
GROV,Consumer Discretionary,Catalog/Specialty Distribution
GROY,Basic Materials,Precious Metals
GRPN,Consumer Discretionary,Advertising
GRRR,Technology,Computer Software: Prepackaged Software
GRVY,Real Estate,Real Estate
GRWG,Consumer Discretionary,RETAIL: Building Materials
GRX,Finance,Finance/Investors Services
GS,Finance,Investment Bankers/Brokers/Service
GSAT,Consumer Discretionary,Telecommunications Equipment
GSBC,Finance,Major Banks
GSBD,Finance,Investment Managers
GSHD,Finance,Specialty Insurers
GSIT,Technology,Semiconductors
GSK,Health Care,Biotechnology: Pharmaceutical Preparations
GSL,Consumer Discretionary,Marine Transportation
GSM,Basic Materials,Metal Mining
GT,Consumer Discretionary,Automotive Aftermarket
GTE,Energy,Oil & Gas Production
GTES,Industrials,Industrial Machinery/Components
GTLB,Technology,Computer Software: Prepackaged Software
GTLS,Industrials,Metal Fabrications
GTM,Technology,Computer Software: Prepackaged Software
GTN,Industrials,Broadcasting
GTX,Consumer Discretionary,Auto Parts:O.E.M.
GTY,Finance,Real Estate
GUT,Finance,Trusts Except Educational Religious and Charitable
GUTS,Health Care,Medical/Dental Instruments
GVA,Industrials,Military/Government/Technical
GWRE,Technology,Computer Software: Prepackaged Software
GWRS,Utilities,Water Supply
GWW,Industrials,Office Equipment/Supplies/Services
GXO,Consumer Discretionary,Transportation Services
GYRE,Health Care,Biotechnology: Pharmaceutical Preparations
H,Consumer Discretionary,Hotels/Resorts
HAE,Health Care,Medical/Dental Instruments
HAFC,Finance,Major Banks
HAFN,Consumer Discretionary,Transportation Services
HAIN,Consumer Staples,Packaged Foods
HAL,Energy,Oilfield Services/Equipment
HALO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HAS,Consumer Discretionary,Recreational Games/Products/Toys
HASI,Finance,Finance/Investors Services
HAYW,Industrials,Industrial Machinery/Components
HBAN,Finance,Major Banks
HBANL,Finance,Major Banks
HBANM,Finance,Major Banks
HBANP,Finance,Major Banks
HBB,Consumer Discretionary,Home Furnishings
HBCP,Finance,Banks
HBI,Consumer Discretionary,Clothing/Shoe/Accessory Stores
HBM,Basic Materials,Metal Mining
HBNB,Consumer Discretionary,Hotels/Resorts
HBNC,Finance,Major Banks
HBT,Finance,Major Banks
HCA,Health Care,Hospital/Nursing Management
HCAT,Technology,Computer Software: Programming Data Processing
HCC,Energy,Coal Mining
HCHL,Consumer Discretionary,Restaurants
HCI,Finance,Property-Casualty Insurers
HCKT,Consumer Discretionary,Professional Services
HCM,Health Care,Biotechnology: Pharmaceutical Preparations
HCMA,Consumer Discretionary,Hotels/Resorts
HCMAW,Consumer Discretionary,Hotels/Resorts
HCSG,Health Care,Hospital/Nursing Management
HCXY,Finance,Investment Managers
HD,Consumer Discretionary,RETAIL: Building Materials
HDB,Finance,Commercial Banks
HDL,Consumer Discretionary,Restaurants
HDSN,Consumer Discretionary,Industrial Specialties
HE,Utilities,Electric Utilities: Central
HEI,Industrials,Aerospace
HELE,Consumer Discretionary,Home Furnishings
HEPS,Consumer Discretionary,Catalog/Specialty Distribution
HESM,Energy,Oil & Gas Production
HFFG,Consumer Discretionary,Food Distributors
HFWA,Finance,Banks
HGBL,Real Estate,Real Estate
HGTY,Finance,Specialty Insurers
HGV,Consumer Discretionary,Hotels/Resorts
HHH,Real Estate,Real Estate Investment Trusts
HI,Consumer Discretionary,Miscellaneous manufacturing industries
HIFS,Finance,Banks
HIG,Finance,Property-Casualty Insurers
HII,Industrials,Marine Transportation
HIMS,Health Care,Medical/Nursing Services
HIMX,Technology,Semiconductors
HIPO,Finance,Property-Casualty Insurers
HIT,Finance,Specialty Insurers
HITI,Consumer Discretionary,Other Specialty Stores
HIVE,Finance,Finance: Consumer Services
HIW,Real Estate,Real Estate Investment Trusts
HKD,Finance,Finance: Consumer Services
HKIT,Technology,Computer Software: Prepackaged Software
HL,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HLF,Health Care,Other Pharmaceuticals
HLI,Finance,Investment Managers
HLIO,Industrials,Metal Fabrications
HLIT,Technology,Radio And Television Broadcasting And Communications Equipment
HLLY,Consumer Discretionary,Auto Parts:O.E.M.
HLMN,Consumer Discretionary,Industrial Machinery/Components
HLN,Consumer Discretionary,Package Goods/Cosmetics
HLNE,Finance,Investment Managers
HLP,Industrials,Industrial Machinery/Components
HLT,Consumer Discretionary,Hotels/Resorts
HLX,Energy,Oilfield Services/Equipment
HMC,Industrials,Auto Manufacturing
HMN,Finance,Property-Casualty Insurers
HMR,Consumer Discretionary,Marine Transportation
HMY,Basic Materials,Precious Metals
HNGE,Technology,EDP Services
HNI,Consumer Discretionary,Office Equipment/Supplies/Services
HNNA,Finance,Investment Managers
HNNAZ,Finance,Investment Managers
HNRG,Energy,Coal Mining
HNST,Consumer Discretionary,Catalog/Specialty Distribution
HNVR,Finance,Major Banks
HOFT,Consumer Discretionary,Home Furnishings
HOG,Consumer Discretionary,Motor Vehicles
HOLO,Technology,Computer Software: Programming Data Processing
HOLX,Health Care,Medical Electronics
HOMB,Finance,Major Banks
HON,Industrials,Aerospace
HONE,Finance,Major Banks
HOOD,Finance,Investment Bankers/Brokers/Service
HOPE,Finance,Major Banks
HOUR,Consumer Discretionary,Catalog/Specialty Distribution
HOUS,Finance,Real Estate
HOV,Consumer Discretionary,Homebuilding
HOVNP,Consumer Discretionary,Homebuilding
HOVR,Industrials,Aerospace
HOWL,Health Care,Biotechnology: Pharmaceutical Preparations
HP,Energy,Oil & Gas Production
HPAI,Technology,Computer Software: Prepackaged Software
HPE,Technology,Retail: Computer Software & Peripheral Equipment
HPK,Energy,Oil & Gas Production
HPP,Finance,Real Estate
HPQ,Technology,Computer Manufacturing
HQH,Finance,Finance Companies
HQI,Consumer Discretionary,Professional Services
HQL,Finance,Investment Managers
HQY,Real Estate,Real Estate
HR,Real Estate,Real Estate Investment Trusts
HRB,Consumer Discretionary,Other Consumer Services
HRI,Industrials,Misc Corporate Leasing Services
HRL,Consumer Staples,Meat/Poultry/Fish
HRMY,Health Care,Biotechnology: Pharmaceutical Preparations
HROW,Health Care,Biotechnology: Pharmaceutical Preparations
HROWL,Health Care,Biotechnology: Pharmaceutical Preparations
HROWM,Health Care,Biotechnology: Pharmaceutical Preparations
HRTG,Finance,Property-Casualty Insurers
HRTX,Health Care,Biotechnology: Pharmaceutical Preparations
HRZN,Finance,Finance: Consumer Services
HSAI,Industrials,Industrial Machinery/Components
HSBC,Finance,Savings Institutions
HSHP,Consumer Discretionary,Marine Transportation
HSIC,Health Care,Medical Specialities
HSII,Consumer Discretionary,Diversified Commercial Services
HST,Real Estate,Real Estate Investment Trusts
HSTM,Technology,Computer Software: Programming Data Processing
HSY,Consumer Staples,Specialty Foods
HTB,Finance,Savings Institutions
HTBK,Finance,Major Banks
HTFC,Finance,Finance: Consumer Services
HTFL,Health Care,Medical/Dental Instruments
HTGC,Finance,Investment Managers
HTH,Finance,Major Banks
HTHT,Consumer Discretionary,Hotels/Resorts
HTLD,Industrials,Trucking Freight/Courier Services
HTLM,Consumer Discretionary,Other Specialty Stores
HTO,Utilities,Water Supply
HTZ,Consumer Discretionary,Rental/Leasing Companies
HTZWW,Consumer Discretionary,Rental/Leasing Companies
HUBB,Technology,Electrical Products
HUBG,Industrials,Integrated Freight & Logistics
HUBS,Technology,Computer Software: Prepackaged Software
HUHU,Telecommunications,Metal Fabrications
HUM,Health Care,Medical Specialities
HUMA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HUMAW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HUN,Industrials,Major Chemicals
HURA,Health Care,Biotechnology: Pharmaceutical Preparations
HURC,Industrials,Industrial Machinery/Components
HURN,Consumer Discretionary,Professional Services
HUSA,Energy,Oil & Gas Production
HUT,Finance,Finance: Consumer Services
HUYA,Technology,Computer Software: Programming Data Processing
HVT,Consumer Discretionary,Other Specialty Stores
HWBK,Finance,Major Banks
HWC,Finance,Major Banks
HWCPZ,Finance,Major Banks
HWKN,Consumer Discretionary,Specialty Chemicals
HWM,Industrials,Metal Fabrications
HXL,Industrials,Major Chemicals
HY,Industrials,Construction/Ag Equipment/Trucks
HYFT,Health Care,Biotechnology: Pharmaceutical Preparations
HYLN,Consumer Discretionary,Construction/Ag Equipment/Trucks
HYMC,Basic Materials,Precious Metals
HYPD,Health Care,Biotechnology: Pharmaceutical Preparations
HYPR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
HZO,Consumer Discretionary,Auto & Home Supply Stores
IAC,Technology,Computer Software: Programming Data Processing
IAG,Basic Materials,Precious Metals
IART,Health Care,Medical/Dental Instruments
IAS,Technology,Computer Software: Programming Data Processing
IAUX,Basic Materials,Precious Metals
IBCP,Finance,Major Banks
IBEX,Technology,EDP Services
IBKR,Finance,Investment Bankers/Brokers/Service
IBM,Technology,Computer Manufacturing
IBN,Finance,Commercial Banks
IBOC,Finance,Major Banks
IBP,Consumer Discretionary,Homebuilding
IBRX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IBTA,Consumer Discretionary,Advertising
ICCC,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ICCM,Health Care,Medical/Dental Instruments
ICE,Finance,Investment Bankers/Brokers/Service
ICFI,Consumer Discretionary,Professional Services
ICG,Technology,Semiconductors
ICHR,Technology,Semiconductors
ICL,Industrials,Agricultural Chemicals
ICLR,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICUI,Health Care,Medical/Dental Instruments
IDA,Utilities,Electric Utilities: Central
IDCC,Miscellaneous,Multi-Sector Companies
IDN,Technology,Computer Software: Prepackaged Software
IDR,Basic Materials,Precious Metals
IDT,Telecommunications,Telecommunications Equipment
IDXX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IDYA,Health Care,Biotechnology: Pharmaceutical Preparations
IE,Basic Materials,Metal Mining
IEP,Consumer Discretionary,Auto Parts:O.E.M.
IESC,Industrials,Engineering & Construction
IEX,Industrials,Fluid Controls
IFF,Industrials,Major Chemicals
IFRX,Health Care,Biotechnology: Pharmaceutical Preparations
IFS,Finance,Commercial Banks
IGIC,Finance,Property-Casualty Insurers
IH,Real Estate,Other Consumer Services
IHG,Consumer Discretionary,Hotels/Resorts
IHRT,Consumer Discretionary,Broadcasting
IHS,Telecommunications,Telecommunications Equipment
III,Consumer Discretionary,Professional Services
IIIN,Industrials,Steel/Iron Ore
IIIV,Real Estate,Real Estate
IIM,Finance,Investment Managers
IIPR,Finance,Real Estate
IKT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ILLR,Finance,Investment Managers
ILMN,Health Care,Medical Specialities
ILPT,Real Estate,Real Estate Investment Trusts
IMAB,Health Care,Biotechnology: Pharmaceutical Preparations
IMAX,Consumer Discretionary,Industrial Machinery/Components
IMCR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMDX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IMKTA,Consumer Staples,Food Chains
IMMP,Health Care,Biotechnology: Pharmaceutical Preparations
IMMR,Technology,Computer peripheral equipment
IMMX,Health Care,Biotechnology: Pharmaceutical Preparations
IMNM,Health Care,Biotechnology: Pharmaceutical Preparations
IMO,Energy,Integrated oil Companies
IMOS,Technology,Semiconductors
IMPP,Consumer Discretionary,Marine Transportation
IMPPP,Consumer Discretionary,Marine Transportation
IMRX,Health Care,Biotechnology: Pharmaceutical Preparations
IMTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMUX,Health Care,Biotechnology: Pharmaceutical Preparations
IMVT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMXI,Real Estate,Real Estate
INBK,Finance,Major Banks
INBKZ,Finance,Major Banks
INBX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INCR,Health Care,Biotechnology: Pharmaceutical Preparations
INCY,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Finance,Major Banks
INDI,Technology,Semiconductors
INDV,Health Care,Biotechnology: Pharmaceutical Preparations
INFA,Technology,Computer Software: Prepackaged Software
INFU,Health Care,Medical/Dental Instruments
INFY,Technology,EDP Services
ING,Finance,Commercial Banks
INGM,Technology,Retail: Computer Software & Peripheral Equipment
INGN,Health Care,Industrial Specialties
INGR,Consumer Staples,Packaged Foods
INKT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INMB,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INMD,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INN,Real Estate,Real Estate Investment Trusts
INNV,Health Care,Medical/Nursing Services
INO,Health Care,Medical/Dental Instruments
INOD,Technology,EDP Services
INR,Energy,Oil & Gas Production
INSE,Technology,Computer Software: Prepackaged Software
INSG,Telecommunications,Telecommunications Equipment
INSM,Health Care,Biotechnology: Pharmaceutical Preparations
INSP,Health Care,Medical/Dental Instruments
INSW,Consumer Discretionary,Marine Transportation
INTA,Technology,Computer Software: Prepackaged Software
INTC,Technology,Semiconductors
INTR,Finance,Commercial Banks
INTT,Industrials,Electrical Products
INTU,Technology,Computer Software: Prepackaged Software
INUV,Consumer Discretionary,Advertising
INV,Finance,Blank Checks
INVA,Health Care,Biotechnology: Pharmaceutical Preparations
INVE,Technology,Computer peripheral equipment
INVH,Finance,Real Estate
INVX,Consumer Discretionary,Oil and Gas Field Machinery
INVZ,Consumer Discretionary,Auto Parts:O.E.M.
IONQ,Technology,EDP Services
IONR,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
IONS,Health Care,Biotechnology: Pharmaceutical Preparations
IOR,Real Estate,Real Estate Investment Trusts
IOSP,Industrials,Major Chemicals
IOT,Technology,EDP Services
IOVA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IP,Basic Materials,Paper
IPAR,Consumer Discretionary,Package Goods/Cosmetics
IPG,Consumer Discretionary,Advertising
IPGP,Technology,Semiconductors
IPHA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IPI,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
